Province;Regency;Category;Name;Price;Rating;Jumlah Rating
North Sumatra;Kabupaten Simalungun;Alam;Air Terjun Binanga Bolon;;4.5;32
North Sumatra;Kabupaten Simalungun;Alam;Pemandian Mata Air Karang Anyar;;4.2;75
North Sumatra;Kabupaten Simalungun;Alam;Ruang Terbuka Publik Parapat;;4.9;13
North Sumatra;Kabupaten Simalungun;Alam;Puncak Gunung Sipiso-piso;;4.5;23
North Sumatra;Kabupaten Simalungun;Alam;Air terjun simarudan udan;;4.4;21
North Sumatra;Kabupaten Simalungun;Alam;Air Terjun Tonduhan;;4.0;196
North Sumatra;Kabupaten Simalungun;Alam;Pemandian kampung gunung;;4.3;9
North Sumatra;Kabupaten Simalungun;Alam;Air Terjun Tibet;;4.2;18
North Sumatra;Kabupaten Simalungun;Alam;Pantai Kasih;;4.1;9
North Sumatra;Kabupaten Simalungun;Alam;Dolok Tinggi Raja;;4.0;61
North Sumatra;Kabupaten Simalungun;Alam;Jembatan embong;;4.0;8
North Sumatra;Kabupaten Simalungun;Alam;Simatahuting Pool;;3.9;86
North Sumatra;Kabupaten Simalungun;Alam;kampung gunung;;3.8;6
North Sumatra;Kabupaten Simalungun;Alam;Kawah Putih Dolok Tinggi Raja;;3.7;454
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Penatapan Simarjarunjung;;4.4;1,123
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Bah Manik;;4.3;1,429
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Aek Nauli ELephant Conservation Unit;;4.6;566
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air Terjun Bah Biak Sidamanik;;4.2;1,345
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Bukit Sipiso Piso;;4.5;506
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Manigom Nauli;;4.4;512
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Swimmbath travel Nature Baths (Loc: Sweembat);;4.4;365
North Sumatra;Kabupaten Tapanuli Selatan;Sejarah;Pesanggrahan Bung Karno;;4.5;220
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Wisata Anugerah Indah Sippan;;4.6;257
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pemandian Alam Sejuk Pas;;4.1;1,195
North Sumatra;Kabupaten Tapanuli Selatan;Sejarah;Tempat Pengasingan Soekarno;;4.4;229
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pemandian Umbul;;4.3;385
North Sumatra;Kabupaten Tapanuli Selatan;Alam;ANECC;;4.5;152
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Tea Gardens Bah Butong Sidamanik;;4.4;122
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Katasa Waterfall;;4.5;75
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Siramah Taman Rekreasi Keluarga;;4.2;320
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Green Star Park Simalungun;;4.1;457
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Taman Wisata Kera Sibaganding;;4.3;132
North Sumatra;Kabupaten Tapanuli Selatan;#N/A;Pemandian Timuran;;4.4;98
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Kolam Renang Kali Wetan;;4.6;73
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Wisata Pemandian Bah Tio/aqua;;4.5;66
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Puncak Simarjarunjung;;4.5;63
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pantai Kenangan;;4.3;93
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pelabuhan Parapat;;4.2;102
North Sumatra;Kabupaten Tapanuli Selatan;Alam;air terjun sijambe;;4.5;47
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air Terjun Jambuara Indah;;4.1;127
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Kali Wetan Water Park;;4.6;41
North Sumatra;Kabupaten Tapanuli Selatan;Alam;ATV Sijambe;;4.6;41
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Tanjung Unta;;4.3;48
North Sumatra;Kabupaten Tapanuli Selatan;Sejarah;Letda Sujono Monument;;4.2;101
North Sumatra;Kabupaten Tapanuli Selatan;Alam;WISATA INDAH SIPPAN (WIS) JUMA REBEN 2;;4.7;41
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air Terjun Binanga Bolon;;4.5;32
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pemandian Mata Air Karang Anyar;;4.2;75
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Ruang Terbuka Publik Parapat;;4.9;13
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Puncak Gunung Sipiso-piso;;4.5;23
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air terjun simarudan udan;;4.4;21
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air Terjun Tonduhan;;4.0;196
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pemandian kampung gunung;;4.3;9
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Air Terjun Tibet;;4.2;18
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Pantai Kasih;;4.1;9
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Dolok Tinggi Raja;;4.0;61
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Jembatan embong;;4.0;8
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Simatahuting Pool;;3.9;86
North Sumatra;Kabupaten Tapanuli Selatan;Alam;kampung gunung;;3.8;6
North Sumatra;Kabupaten Tapanuli Selatan;Alam;Kawah Putih Dolok Tinggi Raja;;3.7;454
North Sumatra;Kabupaten Tapanuli Tengah;Alam;;;;
North Sumatra;Kabupaten Tapanuli Utara;Alam;;;;
North Sumatra;Kabupaten Toba;Alam;;;;
North Sumatra;Kota Binjai;Alam;;;;
North Sumatra;Kota Gunungsitoli;Alam;;;;
North Sumatra;Kota Medan;Alam;;;;
North Sumatra;Kota Padang Sidempuan;Alam;;;;
North Sumatra;Kota Pematangsiantar;Alam;;;;
North Sumatra;Kota Suibolga;Alam;;;;
North Sumatra;Kota Tanjungbalai;Alam;;;;
North Sumatra;Kota Tebing Tinggi;Alam;;;;
South Sumatra;Kabupaten Banyuasin;Alam;;;;
South Sumatra;Kabupaten Empat Lawang;Alam;;;;
South Sumatra;Kabupaten Lahat;Alam;;;;
South Sumatra;Kabupaten Muara Enim;Alam;;;;
South Sumatra;Kabupaten Musi Banyuasin;Alam;;;;
South Sumatra;Kabupaten Musi Rawas;Alam;;;;
South Sumatra;Kabupaten Musi Rawas Utara;Alam;;;;
South Sumatra;Kabupaten Organ Llir;Alam;;;;
South Sumatra;Kabupaten Organ Komering llir;Alam;;;;
South Sumatra;Kabupaten Organ Komering Ulu;Alam;;;;
South Sumatra;Kabupaten Organ Komering Ulu Selatan;Alam;;;;
South Sumatra;Kabupaten Organ Komering Ulu Timur;Alam;;;;
South Sumatra;Kabupaten Penukal Abab Lematan llir;Alam;;;;
South Sumatra;Kota Lubuklinggau;Alam;;;;
South Sumatra;Kota Pagar Alam;Alam;;;;
South Sumatra;Kota Palembang;Sejarah;Kuto Besak Fortress;;4.5;8,338
South Sumatra;Kota Palembang;Alam;Kemaro Island;;4.5;525
South Sumatra;Kota Palembang;Alam;Ampera Bridge;;4.8;99
South Sumatra;Kota Palembang;Sejarah;Sultan Mahmud Badaruddin II Museum;;4.5;963
South Sumatra;Kota Palembang;Alam;Jakabaring Sport City;;4.6;7,992
South Sumatra;Kota Palembang;Religi;Al Islam Muhammad Cheng Hoo Sriwijaya Palembang Mosque;;4.8;4,122
South Sumatra;Kota Palembang;Alam;Taman Wisata Kerajaan Sriwijaya;;4.4;3,116
South Sumatra;Kota Palembang;Alam;Sultan Mahmud Badaruddin Jayo Wikramo Great Mosque (Great Mosque of Palembang);;4.8;14,699
South Sumatra;Kota Palembang;Alam;Taman Wisata Alam Punti Kayu;;4.3;4,007
South Sumatra;Kota Palembang;Alam;Amanzi Waterpark;;4.4;4,02
South Sumatra;Kota Palembang;Alam;Taman Kambang Iwak Besak;;4.5;11,031
South Sumatra;Kota Palembang;Alam;Bayt Al-Qur'an Palembang;;4.6;4,696
South Sumatra;Kota Palembang;Alam;Palembang Bird Park;;4.3;2,892
South Sumatra;Kota Palembang;Alam;Puntikayu Amusement Palembang;;4.1;4,766
South Sumatra;Kota Palembang;Alam;OPI Water Fun;;4.4;4,391
South Sumatra;Kota Palembang;Alam;Jembatan Kambang Iwak Palembang;;4.5;11
South Sumatra;Kota Palembang;Sejarah;MONPERA;;4.6;324
South Sumatra;Kota Palembang;Religi;Masjid Amirul Mukminin;;5.0;15
South Sumatra;Kota Palembang;Alam;Tugu Ikan Belido;;4.5;240
South Sumatra;Kota Palembang;Alam;Sungai Sekanak;;4.5;4
South Sumatra;Kota Palembang;Sejarah;Prasasti Talang Tuwo;;4.3;31
South Sumatra;Kota Palembang;Alam;Sekanak Sidewalk;;4.3;35
South Sumatra;Kota Palembang;Alam;Jembatan Musi IV;;4.6;660
South Sumatra;Kota Palembang;Alam;Taman Sekanak Lambidaro;;4.5;282
South Sumatra;Kota Palembang;Alam;Taman Bunga Celosia Springhill;;4.3;35
South Sumatra;Kota Palembang;Alam;Kampung Wisata Al Munawar;;4.6;2,299
South Sumatra;Kota Palembang;Alam;Waterpark Fantasy Island;;4.3;962
South Sumatra;Kota Palembang;Sejarah;G Art Studio Palembang;;4.8;80
South Sumatra;Kota Palembang;Sejarah;Balaputradewa Museum;;4.5;2,702
South Sumatra;Kota Palembang;Alam;Lake Land Mas;;4.1;1,92
South Sumatra;Kota Palembang;Sejarah;Museum AK Gani;;4.4;49
South Sumatra;Kota Palembang;Alam;Palembang Fountain Circle;;4.6;1,507
South Sumatra;Kota Palembang;Alam;Saung Bambu Pelangi Kenten;;4.4;555
South Sumatra;Kota Palembang;Alam;PASAR SEKANAK;;4.4;349
South Sumatra;Kota Palembang;Alam;Kawah Tekurep;;4.4;72
South Sumatra;Kota Palembang;Alam;Kompleks Makam Ki Gede Ing Suro;;4.6;79
South Sumatra;Kota Palembang;Alam;Danau Buatan Air Batu;;4.3;585
South Sumatra;Kota Palembang;Alam;Taman Pelangi Sriwijaya;;3.6;91
South Sumatra;Kota Palembang;Alam;Danau OPI JaKaBaRing;;4.2;1,013
South Sumatra;Kota Palembang;Religi;Vihara Vajra Bhumi Sriwijaya 聖輪雷藏寺;;4.9;82
South Sumatra;Kota Palembang;Alam;GOR Jakabaring;;4.5;157
South Sumatra;Kota Palembang;Alam;Kolam Renang Lumban Tirta;;4.3;456
South Sumatra;Kota Palembang;Alam;Taman jokis;;4.4;108
South Sumatra;Kota Palembang;Religi;Masjid Lawang Kidul;;4.8;763
South Sumatra;Kota Palembang;Alam;Kolam Renang Lombok Kenten Laut;;4.2;256
South Sumatra;Kota Palembang;Alam;Danau Jakabaring;;4.7;72
South Sumatra;Kota Palembang;Alam;Lake Water Ski Jakabaring Sport City;;4.5;2,304
South Sumatra;Kota Palembang;Alam;Culinary Musi Riverside;;4.3;724
South Sumatra;Kota Palembang;Alam;Pulau Kemaro;;3.6;5
South Sumatra;Kota Palembang;Sejarah;Museum Tekstil Provinsi Sumatera Selatan;;3.0;2
South Sumatra;Kota Palembang;Sejarah;Monumen Ampera;;4.5;786
South Sumatra;Kota Palembang;Religi;Gereja Katedral St. Maria Palembang;;4.7;209
South Sumatra;Kota Palembang;Alam;Taman langit mini zoo kenten;;4.0;16
South Sumatra;Kota Palembang;Alam;Simpang Polda Park;;4.4;31
South Sumatra;Kota Palembang;Alam;Taman Bunga Celosia Kenten Laut;;4.3;222
South Sumatra;Kota Palembang;Alam;Pondok Bambu;;4.3;41
South Sumatra;Kota Palembang;Sejarah;Museum Songket;;4.7;83
South Sumatra;Kota Palembang;Religi;Kelenteng Kwan Im / Chandra Nadi Temple;;4.9;192
South Sumatra;Kota Palembang;Religi;Pura Agung Sriwijaya;;4.7;190
South Sumatra;Kota Prabumulih;Alam;Taman Kota Prabumulih;;4.4;509
South Sumatra;Kota Prabumulih;Alam;Cambai;;;
South Sumatra;Kota Prabumulih;Alam;Taman Wonosari;;3.8;106
South Sumatra;Kota Prabumulih;Sejarah;FlyOver Patih Galung, PrabuMulih;;4.8;6
South Sumatra;Kota Prabumulih;Alam;wisata Kolam biru;;;
West Sumatra;Kabupaten Agam;Alam;Puncak Lawang;;4.6;5,563
West Sumatra;Kabupaten Agam;Alam;Lawang Adventure Park;;4.6;1,804
West Sumatra;Kabupaten Agam;Religi;Bayur Central Mosque;;4.8;1,064
West Sumatra;Kabupaten Agam;Alam;Lereng Singgalang;;4.6;872
West Sumatra;Kabupaten Agam;Alam;Puncak Janjang Koto Gadang;;4.5;705
West Sumatra;Kabupaten Agam;Alam;Taman Bermain Banto Royo;;4.2;1,924
West Sumatra;Kabupaten Agam;Alam;Objek Wisata Luak Gadang, Guguak Rang Pisang;;4.4;718
West Sumatra;Kabupaten Agam;Alam;Wisata Sajuta Janjang;;4.7;464
West Sumatra;Kabupaten Agam;Alam;Tabek Gadang Sungai Tanang;;4.6;506
West Sumatra;Kabupaten Agam;Alam;Wisata Pantai Tiku;;4.3;945
West Sumatra;Kabupaten Agam;Alam;Tirtasari Park;;4.3;860
West Sumatra;Kabupaten Agam;Alam;Boekit Ambatjang Paardenrenbaan en Terrein;;4.6;454
West Sumatra;Kabupaten Agam;Alam;Museum Rumah Kelahiran Buya Hamka;;4.6;339
West Sumatra;Kabupaten Agam;Alam;Puncak Taruko;;4.7;361
West Sumatra;Kabupaten Agam;Alam;Puncak Kabun;;4.6;335
West Sumatra;Kabupaten Agam;Alam;Ambun Tanai Park Square;;4.4;532
West Sumatra;Kabupaten Agam;Alam;Linggai Park;;4.3;609
West Sumatra;Kabupaten Agam;Alam;Wisata Dangau Pasawangan;;4.5;253
West Sumatra;Kabupaten Agam;Alam;"Pemandian Air Panas ""HONSEN BATANGEH""";;4.5;245
West Sumatra;Kabupaten Agam;Alam;Tarusan Kamang;;4.3;437
West Sumatra;Kabupaten Agam;Sejarah;Tugu Abel Marapi;;4.6;198
West Sumatra;Kabupaten Agam;Alam;Tabiang Takuruang;;4.6;156
West Sumatra;Kabupaten Agam;Alam;Pantai Tiku;;4.2;642
West Sumatra;Kabupaten Agam;Alam;Attractions Fish Sungai Janiah;;4.2;462
West Sumatra;Kabupaten Agam;Alam;Air Terjun Langkuik Tinggi;;4.7;98
West Sumatra;Kabupaten Agam;Religi;Masjid Bingkudu;;4.6;112
West Sumatra;Kabupaten Agam;Alam;Simpang Tanjung Alam;;4.5;105
West Sumatra;Kabupaten Agam;Alam;Badorai;;4.5;89
West Sumatra;Kabupaten Agam;Sejarah;Nurul Iman Mosque of Koto Gadang;;4.7;95
West Sumatra;Kabupaten Agam;Alam;Panorama kelok Lengkok;;4.6;73
West Sumatra;Kabupaten Agam;Alam;Kebun Strawberry Kampung Upang;;4.8;65
West Sumatra;Kabupaten Agam;Alam;banto rayo,;;4.1;250
West Sumatra;Kabupaten Agam;Religi;Pincuran Gadang Old Mosque;;4.8;53
West Sumatra;Kabupaten Agam;Alam;Linggai Danau Maninjau;;4.4;64
West Sumatra;Kabupaten Agam;Alam;Pantai Pasir Paneh Tiku;;4.4;43
West Sumatra;Kabupaten Agam;Alam;Air Terjun Langkuik;;4.5;27
West Sumatra;Kabupaten Agam;Alam;Pantai Bandar Mutiara;;4.2;67
West Sumatra;Kabupaten Agam;Alam;Sewa bus pariwisata bukittinggi;;5.0;13
West Sumatra;Kabupaten Agam;Alam;Waterboom Loebas Wisata;;4.4;36
West Sumatra;Kabupaten Agam;Alam;Bukik Baka;;4.5;12
West Sumatra;Kabupaten Agam;Alam;Langkuik Tamiang;;4.6;11
West Sumatra;Kabupaten Agam;Alam;Cagar Alam Maninjau;;5.0;1
West Sumatra;Kabupaten Agam;Alam;Air Terjun Gadih Ranti;;5.0;1
West Sumatra;Kabupaten Agam;Alam;Kelok 44 Sumbar;;4.9;16
West Sumatra;Kabupaten Agam;Alam;Pincuran Gadang;;4.9;7
West Sumatra;Kabupaten Agam;Alam;Objek Wisata Bandar Mutiara;;4.2;56
West Sumatra;Kabupaten Agam;Alam;Muaro Tiku;;4.8;6
West Sumatra;Kabupaten Agam;Alam;Lake Maninjau;;4.6;1,251
West Sumatra;Kabupaten Agam;Alam;Ngalau Tarang;;4.1;37
West Sumatra;Kabupaten Agam;Alam;Mount Singgalang;;4.4;334
West Sumatra;Kabupaten Agam;Sejarah;Ngalau Kamang;;4.0;13
West Sumatra;Kabupaten Agam;Alam;Pasia tiku;;3.9;8
West Sumatra;Kabupaten Dharmasraya;Alam;Jembatan Batang Hari Sungai Dareh;;4.4;217
West Sumatra;Kabupaten Dharmasraya;Alam;Alinia Park & Resort;;4.3;166
West Sumatra;Kabupaten Dharmasraya;Religi;Dharmāśraya;;4.1;74
West Sumatra;Kabupaten Dharmasraya;Religi;Candi Pulau Sawah;;4.1;41
West Sumatra;Kabupaten Dharmasraya;Alam;Puncak Gunung Medan;;4.0;53
West Sumatra;Kabupaten Dharmasraya;Alam;Batu Bakawik;;3.9;99
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Pagai-selatan Island;;4.0;30
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Pagai-utara Island;;4.2;47
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Siberut Island National Park;;4.5;337
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Pantai Jati;;4.5;112
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Pantai Mapaddegat;;4.3;127
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Awera island beach;;5.0;3
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Mega;;4.0;5
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Mapadegat Beach;;4.6;5
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Air Terjun Kulukubuk;;5.0;8
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Sibigau Island;;2.6;5
West Sumatra;Kabupaten Kepulauan Mentawai;Alam;Karangmajat Island;;4.8;6
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Lembah Harau;;4.4;4,855
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sarasah Bunta Waterfall;;4.5;2,08
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Harau Valley Waterfall;;4.5;1,677
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Kelok 9;;4.6;1,553
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Panorama Lembah Harau;;4.5;1,215
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Kampuang Sarasah;;4.5;877
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Taman Wisata Lembah Harau;;4.4;668
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Rumah Godang Sungai Baringin;;4.5;446
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Batang Tabik Waterpark;;4.3;755
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Harau Getaway;;4.7;288
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Torang Saribulan;;4.6;266
West Sumatra;Kabupaten Lima Puluh Kota;Religi;Surau Tuo;;4.7;202
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Panorama Kayu Kolek;;4.3;390
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Forbiden fishing..;;4.4;291
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sarasah Donat;;4.5;145
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Monumen PDRI;;4.4;259
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Bukit Batu Manda;;4.6;115
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Kampung Sarosah - Kampung Eropa Harau;;4.2;384
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Bukik Godang Taram;;4.3;204
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Panorama Padang Mangateh;;4.6;62
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Monas Bela Negara (PDRI) - Aie Angek - Koto Tinggi;;4.3;134
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Korea Japan Village, Harau Valley;;4.5;52
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sago Park;;4.1;265
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Lubuk Batang Waterfall;;4.4;73
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sarasah Barasok Waterfall;;4.8;44
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Air Terjun Lubuak Bulan;;4.6;22
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sarasah Tanggo;;4.3;45
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Pos pendakian Gunung Sago;;5.0;6
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Kapalo Banda;;4.6;13
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Gunung Bungsu;;4.7;23
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Desa wisata dangau saribu;;5.0;2
West Sumatra;Kabupaten Lima Puluh Kota;Sejarah;Menhir Belubus;;4.2;50
West Sumatra;Kabupaten Lima Puluh Kota;Alam;PUNCAK LONTIAK;;4.5;16
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Air Terjun Tujuh Tingkat Batang Kundur;;4.4;22
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Bukik Posuak Maek;;4.3;18
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Panorama Aka Barayun;;4.1;8
West Sumatra;Kabupaten Lima Puluh Kota;Alam;Sialang Batu;;4.1;18
West Sumatra;Kabupaten Padang Pariaman;Alam;Puncak Anai;;4.5;892
West Sumatra;Kabupaten Padang Pariaman;Alam;Kolam Renang Tirta Alami;;4.5;608
West Sumatra;Kabupaten Padang Pariaman;Alam;Pantai Tiram;;4.5;580
West Sumatra;Kabupaten Padang Pariaman;Alam;GREEN TALAO PARK;;4.5;352
West Sumatra;Kabupaten Padang Pariaman;Alam;Pantai Katapiang;;4.5;406
West Sumatra;Kabupaten Padang Pariaman;Alam;Anai Resort Travel;;4.4;529
West Sumatra;Kabupaten Padang Pariaman;Religi;Masjid Raya Syekh Burhanuddin;;4.7;171
West Sumatra;Kabupaten Padang Pariaman;Alam;Lubuak Tano Bridge;;4.4;219
West Sumatra;Kabupaten Padang Pariaman;Alam;LA Rafting;;4.9;88
West Sumatra;Kabupaten Padang Pariaman;Alam;Pantai Ulakan;;4.4;107
West Sumatra;Kabupaten Padang Pariaman;Alam;Rekreasi Pemandian Alam Lubuk Bonta Sicincin;;4.4;94
West Sumatra;Kabupaten Padang Pariaman;Alam;Pantai Arta Sungai Limau;;4.2;166
West Sumatra;Kabupaten Padang Pariaman;Alam;Tanjung Wahana Tano;;4.3;73
West Sumatra;Kabupaten Padang Pariaman;Alam;AIR TERJUN NYARAI;;5.0;2
West Sumatra;Kabupaten Padang Pariaman;Alam;Tapian Puti;;4.6;22
West Sumatra;Kabupaten Padang Pariaman;Religi;Museum Perang sintuk;;4.9;9
West Sumatra;Kabupaten Padang Pariaman;Alam;air terjun baburai;;4.8;17
West Sumatra;Kabupaten Padang Pariaman;Alam;Bukik Bulek;;4.6;11
West Sumatra;Kabupaten Padang Pariaman;Alam;Agrowisata Dama Batang Park;;4.8;4
West Sumatra;Kabupaten Padang Pariaman;Alam;Bendung Anai;;4.1;52
West Sumatra;Kabupaten Padang Pariaman;Alam;Ikan Larangan Kubu Koto Bimo;;4.3;15
West Sumatra;Kabupaten Padang Pariaman;Religi;Makam syekh Burhanuddin;;;
West Sumatra;Kabupaten Padang Pariaman;Alam;Wisata Pemandian Lubuak Jambu;;4.0;53
West Sumatra;Kabupaten Padang Pariaman;Alam;Wisata Tapian Puti;;3.7;13
West Sumatra;Kabupaten Padang Pariaman;;;;;
West Sumatra;Kabupaten Pasaman;;;;;
West Sumatra;Kabupaten Pasaman Barat;;;;;
West Sumatra;Kabupaten Pesisir Selatan;;;;;
West Sumatra;Kabupaten Sijunjung;;;;;
West Sumatra;Kabupaten Solok;;;;;
West Sumatra;Kabupaten Solok Selatan;;;;;
West Sumatra;Kabupaten Tanah Datar;;;;;
West Sumatra;Kota Bukittinggi;Sejarah;Jam Gadang Bukittinggi;;4.6;51,76
West Sumatra;Kota Bukittinggi;Sejarah;Fort De Kock;;4.5;1,598
West Sumatra;Kota Bukittinggi;Alam;Sianok Valley Panoramic;;4.6;1,824
West Sumatra;Kota Bukittinggi;Alam;Taman Margasatwa dan Budaya Kinantan;;4.5;7,005
West Sumatra;Kota Bukittinggi;Sejarah;Bung Hatta Birthplace Museum;;4.7;2,038
West Sumatra;Kota Bukittinggi;Alam;Jembatan Limpapeh;;4.8;172
West Sumatra;Kota Bukittinggi;Sejarah;Japanese tunnel;;4.5;6,939
West Sumatra;Kota Bukittinggi;Alam;Kinantan Bird Park;;4.8;16
West Sumatra;Kota Bukittinggi;Sejarah;Bung Hatta Palace;;4.6;462
West Sumatra;Kota Bukittinggi;Alam;Puncak Janjang Koto Gadang;;4.5;705
West Sumatra;Kota Bukittinggi;Sejarah;Bung Hatta Proclamator Park Monument;;4.7;289
West Sumatra;Kota Bukittinggi;Alam;Taman Ngarai Maaram Bukittinggi;;4.3;1,342
West Sumatra;Kota Bukittinggi;Sejarah;"Museum Perjuangan ""Tridaya Eka Dharma""";;4.6;45
West Sumatra;Kota Bukittinggi;Alam;Janjang 40;;4.6;726
West Sumatra;Kota Bukittinggi;Alam;Sewa bus pariwisata bukittinggi;;5.0;13
West Sumatra;Kota Bukittinggi;Sejarah;Parks Clock Tower;;4.5;128
West Sumatra;Kota Bukittinggi;Alam;Pasa Ateh Bukittinggi;;4.6;267
West Sumatra;Kota Bukittinggi;Alam;Panorama Bukittinggi;;4.7;90
West Sumatra;Kota Bukittinggi;Religi;Masjid Raya Bukittinggi;;4.8;3,148
West Sumatra;Kota Bukittinggi;Sejarah;Pahlawan Tak Dikenal Monument;;4.6;77
West Sumatra;Kota Bukittinggi;Sejarah;Museum Zoologi;;4.4;7
West Sumatra;Kota Bukittinggi;Sejarah;Tree House Inyiak;;4.3;884
West Sumatra;Kota Bukittinggi;Sejarah;Tabiang Takuruang;;4.6;156
West Sumatra;Kota Bukittinggi;Sejarah;Lake Maninjau;;4.6;1,251
West Sumatra;Kota Bukittinggi;Sejarah;Lake Singkarak;;4.6;1,713
West Sumatra;Kota Bukittinggi;Sejarah;Lereng Singgalang;;4.6;872
West Sumatra;Kota Bukittinggi;Sejarah;Boekit Ambatjang Paardenrenbaan en Terrein;;4.6;454
West Sumatra;Kota Bukittinggi;Sejarah;Wisata Sajuta Janjang;;4.7;464
West Sumatra;Kota Bukittinggi;Sejarah;Puncak Taruko;;4.7;363
West Sumatra;Kota Bukittinggi;Sejarah;Simpang Tanjung Alam;;4.5;105
West Sumatra;Kota Bukittinggi;Sejarah;Nurul Iman Mosque of Koto Gadang;;4.7;95
West Sumatra;Kota Bukittinggi;Sejarah;Tabek Gadang Sungai Tanang;;4.6;506
West Sumatra;Kota Bukittinggi;Sejarah;Taman Bermain Banto Royo;;4.2;1,924
West Sumatra;Kota Bukittinggi;Sejarah;Taman Wisata Panorama Baru;;4.3;184
West Sumatra;Kota Bukittinggi;Sejarah;Tirtasari Park;;4.3;860
West Sumatra;Kota Bukittinggi;Sejarah;Wisata Dangau Pasawangan;;4.5;253
West Sumatra;Kota Bukittinggi;Sejarah;Badorai;;4.5;89
West Sumatra;Kota Bukittinggi;Sejarah;Puncak Kabun;;4.6;335
West Sumatra;Kota Bukittinggi;Sejarah;banto rayo,;;4.1;250
